strain	serotype	genotype	date	region	country	division	locate	host	passage	specimen	additional host information	sequencing technology	assembly method	comment	comment type
EPI_ISL_18474706	DENV2	II-Cosmopolitan	2022-11-10	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474707	DENV2	II-Cosmopolitan	2022-12-13	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474708	DENV2	II-Cosmopolitan	2023-02-09	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474710	DENV2	II-Cosmopolitan	2023-02-03	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474716	DENV2	II-Cosmopolitan	2022-11-23	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474717	DENV2	II-Cosmopolitan	2023-01-06	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474718	DENV2	II-Cosmopolitan	2023-02-08	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474720	DENV2	II-Cosmopolitan	2022-12-17	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474721	DENV2	II-Cosmopolitan	2022-11-22	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474722	DENV2	II-Cosmopolitan	2022-11-09	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474723	DENV2	II-Cosmopolitan	2022-11-17	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474724	DENV2	II-Cosmopolitan	2022-11-21	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474726	DENV2	II-Cosmopolitan	2022-11-25	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474727	DENV2	II-Cosmopolitan	2022-11-21	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474728	DENV2	II-Cosmopolitan	2022-12-09	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474729	DENV2	II-Cosmopolitan	2023-02-09	South America	Colombia			Human	Original	Serum		Illumina	BWA v. 0.7.17; Samtools v. 1.15		
EPI_ISL_18474730	DENV2	II-Cosmopolitan	2022-05-07	South America	Paraguay	Asuncion		Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474736	DENV2	II-Cosmopolitan	2022-04-04	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474752	DENV2	II-Cosmopolitan	2022-04-15	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474770	DENV2	II-Cosmopolitan	2021-12-27	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474787	DENV2	II-Cosmopolitan	2022-05-18	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474814	DENV2	II-Cosmopolitan	2022-04-27	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474819	DENV2	II-Cosmopolitan	2022-05-11	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18474834	DENV2	II-Cosmopolitan	2022-04-04	South America	Paraguay			Human	Original	Serum		Oxford Nanopore Technologies	GenomeDetective v. 2.43		
EPI_ISL_18485657	DENV2	II-Cosmopolitan	2023-06-13	South America	Brazil	Sergipe	Sao Cristovao	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485658	DENV2	II-Cosmopolitan	2023-06-12	South America	Brazil	Sergipe	Lagarto	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485659	DENV2	II-Cosmopolitan	2023-07-18	South America	Brazil	Sergipe	Lagarto	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485660	DENV2	II-Cosmopolitan	2023-07-11	South America	Brazil	Sergipe	Cristinapolis	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485661	DENV2	II-Cosmopolitan	2023-07-17	South America	Brazil	Sergipe	Estancia	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485679	DENV2	III-Asian-American	2023-06-27	South America	Brazil	Parana	Sao Jose dos pinhais	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485685	DENV2	II-Cosmopolitan	2023-06-13	South America	Brazil	Tocantins	Porto Nacional	Human	Original	Other: Naso-pharingeal swab		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485688	DENV2	II-Cosmopolitan	2023-07-26	South America	Brazil	Sergipe	Cristianopolis	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485689	DENV2	II-Cosmopolitan	2023-07-23	South America	Brazil	Sergipe	Sao Cristovao	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485746	DENV2	II-Cosmopolitan	2023-05-04	South America	Brazil	Sao Paulo	Itaquaquecetuba	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485747	DENV2	II-Cosmopolitan	2023-06-22	South America	Brazil	Sao Paulo	Pirassununga	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485748	DENV2	II-Cosmopolitan	2023-05-15	South America	Brazil	Sao Paulo	Guarulhos	Human	Original	Other: Blood		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485749	DENV2	II-Cosmopolitan	2023-07-19	South America	Brazil	Sergipe	Pedrinhas	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485750	DENV2	III-Asian-American	2023-08-10	South America	Brazil	Sao Paulo	Peruibe	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485751	DENV2	III-Asian-American	2023-08-14	South America	Brazil	Sao Paulo	Itapeva	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485752	DENV2	II-Cosmopolitan	2023-07-07	South America	Brazil	Alagoas	Sao Paulo	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18485753	DENV2	II-Cosmopolitan	2023-07-22	South America	Brazil	Sao Paulo	Sao Paulo	Human	Original	Serum		Illumina Miseq	Geneious Prime 2023.0.4	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505871	DENV2	III-Asian-American	2023-08-03	South America	Ecuador	Catamayo		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505872	DENV2	II-Cosmopolitan	2023-07-30	South America	Ecuador	Loja		Human	Original			Illumina MiSeq	ViralFlow		
EPI_ISL_18505873	DENV2	III-Asian-American	2023-06-23	South America	Ecuador	Manabi		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505874	DENV2	III-Asian-American	2023-04-24	South America	Ecuador	Manabi		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505875	DENV2	II-Cosmopolitan	2023-08-05	South America	Ecuador	Macara		Human	Original			Illumina MiSeq	ViralFlow		
EPI_ISL_18505876	DENV2	III-Asian-American	2023-08-10	South America	Ecuador	Loja		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505877	DENV2	III-Asian-American	2023-05-22	South America	Ecuador	Canar		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505878	DENV2	III-Asian-American	2023-07-25	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505879	DENV2	II-Cosmopolitan	2023-08-13	South America	Ecuador	Loja		Human	Original			Illumina MiSeq	ViralFlow		
EPI_ISL_18505880	DENV2	III-Asian-American	2023-04-22	South America	Ecuador	Esmeraldas		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 2 nucleotides when compared to the reference sequence. Gap of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505881	DENV2	III-Asian-American	2023-08-23	South America	Ecuador	Canar		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505882	DENV2	III-Asian-American	2023-07-21	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505883	DENV2	III-Asian-American	2023-07-14	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence. Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505884	DENV2	III-Asian-American	2023-08-13	South America	Ecuador	Guayas		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505886	DENV2	III-Asian-American	2023-07-25	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505887	DENV2	III-Asian-American	2023-07-12	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence. Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505888	DENV2	III-Asian-American	2023-06-28	South America	Ecuador	Santo Domingo		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence. Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505889	DENV2	III-Asian-American	2023-08-03	South America	Ecuador	Catamayo		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505890	DENV2	III-Asian-American	2023-04-20	South America	Ecuador	Esmeraldas		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505891	DENV2	III-Asian-American	2023-07-27	South America	Ecuador	Santa Elena		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505893	DENV2	III-Asian-American	2023-05-02	South America	Ecuador	Canar		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505894	DENV2	III-Asian-American	2023-09-06	South America	Ecuador	Latacunga		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18505895	DENV2	III-Asian-American	2023-03-22	South America	Ecuador	Manabi		Human	Original			Illumina MiSeq	ViralFlow	Insertion of 3 nucleotides when compared to the reference sequence. Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_18510326	DENV2	II-Cosmopolitan	2023-10-05	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510333	DENV2	II-Cosmopolitan	2023-09-30	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510339	DENV2	II-Cosmopolitan	2023-07-20	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510344	DENV2	II-Cosmopolitan	2023-10-02	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510356	DENV2	II-Cosmopolitan	2023-03-04	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510372	DENV2	II-Cosmopolitan	2023-09-26	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510390	DENV2	II-Cosmopolitan	2023-09-26	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0	Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_18510393	DENV2	II-Cosmopolitan	2023-08-03	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18510397	DENV2	II-Cosmopolitan	2023-09-12	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18554115	DENV2	II-Cosmopolitan	2023-09-26	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18554117	DENV2	II-Cosmopolitan	2023-10-12	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18554120	DENV2	II-Cosmopolitan	2023-09-26	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18554121	DENV2	II-Cosmopolitan	2023-09-14	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0	Insertion of 3 nucleotides when compared to the reference sequence.	info
EPI_ISL_18554123	DENV2	II-Cosmopolitan	2023-10-11	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18554124	DENV2	II-Cosmopolitan	2023-09-28	North America	USA	Florida		Human	Original			Illumina	daytona_dengue.nf v. v0.3.0		
EPI_ISL_18566935	DENV2	III-Asian-American	2023-08-18	South America	Colombia	Valle del Cauca	Buenaventura	Human	Original			INS Colombia Primer Scheme, Nanopore MinION flowcell 9.4	artic field bioinformatics, minimap2, nanopolish	NS5_R392stop results in 56.6% truncation of the protein sequence. Insertion of 3 nucleotides when compared to the reference sequence. Gap of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_18579033	DENV2	II-Cosmopolitan	2019-06-18	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579034	DENV2	II-Cosmopolitan	2018-08-20	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579036	DENV2	II-Cosmopolitan	2018-04-25	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579041	DENV2	II-Cosmopolitan	2017-10-31	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579042	DENV2	II-Cosmopolitan	2018-05-31	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579043	DENV2	II-Cosmopolitan	2018-06-10	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579044	DENV2	II-Cosmopolitan	2018-04-25	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579045	DENV2	II-Cosmopolitan	2020-01-02	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579046	DENV2	II-Cosmopolitan	2019-12-30	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579048	DENV2	II-Cosmopolitan	2019-10-04	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579049	DENV2	II-Cosmopolitan	2018-10-31	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579050	DENV2	II-Cosmopolitan	2018-06-18	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579051	DENV2	II-Cosmopolitan	2018-06-21	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579056	DENV2	II-Cosmopolitan	2019-03-13	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579057	DENV2	II-Cosmopolitan	2017-10-11	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579058	DENV2	II-Cosmopolitan	2018-06-06	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579059	DENV2	II-Cosmopolitan	2018-04-01	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579061	DENV2	II-Cosmopolitan	2018-07-09	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579064	DENV2	II-Cosmopolitan	2019-01-30	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579066	DENV2	II-Cosmopolitan	2018-12-11	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579067	DENV2	II-Cosmopolitan	2018-04-18	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579068	DENV2	II-Cosmopolitan	2018-04-10	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579069	DENV2	II-Cosmopolitan	2018-07-12	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579071	DENV2	II-Cosmopolitan	2019-07-10	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579073	DENV2	II-Cosmopolitan	2018-12-05	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579077	DENV2	II-Cosmopolitan	2019-10-15	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579078	DENV2	II-Cosmopolitan	2019-03-16	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579080	DENV2	II-Cosmopolitan	2018-06-28	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579081	DENV2	II-Cosmopolitan	2019-01-07	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579082	DENV2	II-Cosmopolitan	2018-04-02	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579085	DENV2	II-Cosmopolitan	2018-06-18	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579087	DENV2	II-Cosmopolitan	2018-05-30	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579089	DENV2	II-Cosmopolitan	2018-12-27	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579090	DENV2	II-Cosmopolitan	2018-04-19	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579093	DENV2	II-Cosmopolitan	2019-12-05	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579095	DENV2	II-Cosmopolitan	2017-12-12	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
EPI_ISL_18579098	DENV2	II-Cosmopolitan	2020-01-02	Asia	Sri Lanka			Human	Original	Other: Blood		Oxford Nanopore Technologies	Geneious Prime v. 2023		
